agent_name,proposed_kind,proposed_owner_domain,source,reason
WebsiteBehaviorAgent,retire,Website Portfolio & Conversion,registry,aiOrchestrator.ts wrapper runWebsiteBehavior has zero callers outside aiOrchestrator*.ts (reachability.js callersOf); backend/src/services/agentRegistryAuditClassification.ts website_unwired (backend/src/services/agentRegistrySeed.ts:747); domain: category=website_intelligence
WebsiteBrokenLinkAgent,retire,Website Portfolio & Conversion,registry,aiOrchestrator.ts wrapper runWebsiteBrokenLinks has zero callers outside aiOrchestrator*.ts (reachability.js callersOf); backend/src/services/agentRegistryAuditClassification.ts website_unwired (backend/src/services/agentRegistrySeed.ts:714); domain: category=website_intelligence
WebsiteConversionFlowAgent,retire,Website Portfolio & Conversion,registry,aiOrchestrator.ts wrapper runWebsiteConversionFlow has zero callers outside aiOrchestrator*.ts (reachability.js callersOf); backend/src/services/agentRegistryAuditClassification.ts website_unwired (backend/src/services/agentRegistrySeed.ts:725); domain: category=website_intelligence
WebsiteImprovementStrategist,retire,Website Portfolio & Conversion,registry,aiOrchestrator.ts wrapper runWebsiteStrategist has zero callers outside aiOrchestrator*.ts (reachability.js callersOf); backend/src/services/agentRegistryAuditClassification.ts website_unwired (backend/src/services/agentRegistrySeed.ts:769); domain: category=website_intelligence
WebsiteUIVisibilityAgent,retire,Website Portfolio & Conversion,registry,aiOrchestrator.ts wrapper runWebsiteUIVisibility has zero callers outside aiOrchestrator*.ts (reachability.js callersOf); backend/src/services/agentRegistryAuditClassification.ts website_unwired (backend/src/services/agentRegistrySeed.ts:703); domain: category=website_intelligence
WebsiteUXHeuristicAgent,retire,Website Portfolio & Conversion,registry,aiOrchestrator.ts wrapper runWebsiteUXHeuristics has zero callers outside aiOrchestrator*.ts (reachability.js callersOf); backend/src/services/agentRegistryAuditClassification.ts website_unwired (backend/src/services/agentRegistrySeed.ts:736); domain: category=website_intelligence
BehavioralSignalDetector,behavior,unresolved,registry,cron */10 * * * * wired at backend/src/services/schedulerService.ts:2286 (backend/src/services/agentRegistrySeed.ts:102); domain: category=behavioral (visitor intent scoring serves both marketing and sales; not assigned)
BehavioralTriggerEvaluator,behavior,unresolved,registry,"cron 5,15,25,35,45,55 * * * * wired at backend/src/services/schedulerService.ts:2312 (backend/src/services/agentRegistrySeed.ts:124); domain: category=behavioral (visitor intent scoring serves both marketing and sales; not assigned)"
ICPInsightComputer,behavior,unresolved,registry,cron 0 2 * * * wired at backend/src/services/schedulerService.ts:2260 (backend/src/services/agentRegistrySeed.ts:91); domain: category=behavioral (visitor intent scoring serves both marketing and sales; not assigned)
IntentScoreRecomputer,behavior,unresolved,registry,"cron 7,22,37,52 * * * * wired at backend/src/services/schedulerService.ts:2299 (backend/src/services/agentRegistrySeed.ts:113); domain: category=behavioral (visitor intent scoring serves both marketing and sales; not assigned)"
OpportunityScoreRecomputer,behavior,unresolved,registry,"cron 3,23,43 * * * * wired at backend/src/services/schedulerService.ts:2410 (backend/src/services/agentRegistrySeed.ts:201); domain: category=behavioral (visitor intent scoring serves both marketing and sales; not assigned)"
PortfolioGitHubSyncAgent,behavior,unresolved,registry,cron 15 2 * * * wired at backend/src/services/schedulerService.ts:3430 (backend/src/services/agentRegistrySeed.ts:2184); domain: no rule matched category=accelerator
SessionLifecycle,behavior,unresolved,registry,cron */5 * * * * wired at backend/src/services/schedulerService.ts:2665 (backend/src/services/agentRegistrySeed.ts:293); domain: no rule matched category=accelerator
SessionReminders,behavior,unresolved,registry,cron */30 * * * * wired at backend/src/services/schedulerService.ts:2588 (backend/src/services/agentRegistrySeed.ts:282); domain: no rule matched category=accelerator
Alumni_Outreach_Agent,retire,unresolved,registry,source_file backend/src/services/agents/alumni/alumniOutreachAgent.ts does not exist on disk and has no git history; backend/src/services/agentRegistryAuditClassification.ts:23 NO_SOURCE_FILE (confirmed_dead) (backend/src/services/agentRegistrySeed.ts:1205); domain: category=alumni has no matching target domain
Alumni_Reengagement_Agent,retire,unresolved,registry,source_file backend/src/services/agents/alumni/alumniReengagementAgent.ts does not exist on disk and has no git history; backend/src/services/agentRegistryAuditClassification.ts:23 NO_SOURCE_FILE (confirmed_dead) (backend/src/services/agentRegistrySeed.ts:1215); domain: category=alumni has no matching target domain
Alumni_Referral_Agent,retire,unresolved,registry,source_file backend/src/services/agents/alumni/alumniReferralAgent.ts does not exist on disk and has no git history; backend/src/services/agentRegistryAuditClassification.ts:23 NO_SOURCE_FILE (confirmed_dead) (backend/src/services/agentRegistrySeed.ts:1225); domain: category=alumni has no matching target domain
Corporate_Training_Agent,retire,unresolved,registry,source_file backend/src/services/agents/partnerships/corporateTrainingAgent.ts does not exist on disk and has no git history; backend/src/services/agentRegistryAuditClassification.ts:23 NO_SOURCE_FILE (confirmed_dead) (backend/src/services/agentRegistrySeed.ts:1247); domain: category=partnerships has no matching target domain
Employer_Relationship_Agent,retire,unresolved,registry,source_file backend/src/services/agents/partnerships/employerRelationshipAgent.ts does not exist on disk and has no git history; backend/src/services/agentRegistryAuditClassification.ts:23 NO_SOURCE_FILE (confirmed_dead) (backend/src/services/agentRegistrySeed.ts:1257); domain: category=partnerships has no matching target domain
Enterprise_Partnership_Agent,retire,unresolved,registry,source_file backend/src/services/agents/partnerships/enterprisePartnershipAgent.ts does not exist on disk and has no git history; backend/src/services/agentRegistryAuditClassification.ts:23 NO_SOURCE_FILE (confirmed_dead) (backend/src/services/agentRegistrySeed.ts:1237); domain: category=partnerships has no matching target domain
Opportunity_Detection_Agent,retire,unresolved,registry,source_file backend/src/services/agents/intelligence/opportunityDetectionAgent.ts does not exist on disk and has no git history; backend/src/services/agentRegistryAuditClassification.ts:23 NO_SOURCE_FILE (confirmed_dead) (backend/src/services/agentRegistrySeed.ts:1331); domain: category=behavioral (visitor intent scoring serves both marketing and sales; not assigned)
Trend_Detection_Agent,retire,unresolved,registry,source_file backend/src/services/agents/intelligence/trendDetectionAgent.ts does not exist on disk and has no git history; backend/src/services/agentRegistryAuditClassification.ts:23 NO_SOURCE_FILE (confirmed_dead) (backend/src/services/agentRegistrySeed.ts:1311); domain: category=behavioral (visitor intent scoring serves both marketing and sales; not assigned)
calendar_intent_booster,unresolved,unresolved,production_only,"production row (2026-03-11) from the March governance seed (governanceService.ts ensureGovernanceAgents, zero callers today); enabled; no registry entry; verify whether anything still runs it"
forecast_engine,unresolved,unresolved,production_only,production row (2026-03-11) from the March governance seed; enabled; no registry entry; verify whether anything still runs it
intent_scorer,unresolved,unresolved,production_only,production row (2026-03-11) from the March governance seed; enabled; no registry entry; verify whether anything still runs it
revenue_aggregator,unresolved,unresolved,production_only,production row (2026-03-11) from the March governance seed; enabled; no registry entry; verify whether anything still runs it
visitor_tracker,unresolved,unresolved,production_only,production row (2026-03-11) from the March governance seed; enabled; no registry entry; verify whether anything still runs it
